record,workout,date,started_utc,routine,kind,timing,minutes,effort_1_5,finger_strain_1_5,daily_target,completed,planned,set,pull,edge_mm,fingers,position,hand,planned_s,held_s,peak_kg,avg_kg,target_low_kg,target_high_kg,max_at_start_kg,outcome,source,notes,ended_utc,time_source,max_reference,started_elapsed_s,ended_elapsed_s,gap_before_s,planned_rest_s,planned_lead_in_s,recorded
workout,00000000-0000-0000-0000-000000000068,2026-06-03,2026-06-03T09:00:00Z,Old protocol,hang,timerOnly,21,,,,3,5,,,,,,,,7.5,,,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000068,2026-06-03,,Old protocol,,timerOnly,,,,,2,,1,,20,IM,openHand,left,20,4.5,,,,,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000068,2026-06-03,,Old protocol,,timerOnly,,,,,0,,1,,20,IM,openHand,right,10,0.0,,,9.5,13.0,27.4,skipped:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000068,2026-06-03,,Old protocol,,timerOnly,,,,,1,,1,,20,IM,openHand,left,10,3.0,,,9.5,13.0,28.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000068,2026-06-03,,Old protocol,,timerOnly,,,,,0,,1,,20,IM,openHand,right,10,0.0,,,,,27.4,skipped:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000067,2026-06-02,2026-06-02T09:00:00Z,Gym,climbVolume,logged,103,3,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000066,2026-06-01,2026-06-01T09:00:00Z,Gym,climbVolume,logged,62,1,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000065,2026-05-30,2026-05-30T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000064,2026-05-29,2026-05-29T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000063,2026-05-28,2026-05-28T09:00:00Z,Weighted hangs,hangManual,logged,25,4,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000062,2026-05-27,2026-05-27T09:00:00Z,Old protocol,hang,gauge,20,3,,,4,6,,,,,,,,17.0,20.4,18.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000062,2026-05-27,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,3.4,17.6,15.8,,,18.0,completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000062,2026-05-27,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,11.6,20.4,17.1,,,18.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000062,2026-05-27,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,2.0,12.1,10.9,9.5,13.0,18.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000062,2026-05-27,,Old protocol,,gauge,,,,,0,,1,,20,IMRL,halfCrimp,left,10,0.0,,,9.5,13.0,18.0,skipped:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000061,2026-05-26,2026-05-26T09:00:00Z,Gym,climbVolume,logged,111,5,2,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000060,2026-05-25,2026-05-25T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000059,2026-05-24,2026-05-24T09:00:00Z,Old protocol,hang,gauge,21,,,,5,6,,,,,,,,16.9,19.6,17.6,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000059,2026-05-24,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,left,30,6.6,19.2,12.5,9.5,13.0,34.0,completed:2|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000059,2026-05-24,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,6.2,11.5,10.3,9.5,13.0,34.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000059,2026-05-24,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,right,20,4.1,19.6,15.0,,,34.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000058,2026-05-23,2026-05-23T09:00:00Z,Old protocol,hang,gauge,27,1,,,6,6,,,,,,,,16.3,20.7,18.6,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000058,2026-05-23,,Old protocol,,gauge,,,,,3,,1,,35,IMT,pinch,left,30,10.2,11.1,9.1,,,30.0,completed:3,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000058,2026-05-23,,Old protocol,,gauge,,,,,2,,1,,35,IMT,pinch,right,20,3.8,20.7,16.7,9.5,13.0,30.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000058,2026-05-23,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,2.3,13.0,11.7,,,30.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000057,2026-05-22,2026-05-22T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000056,2026-05-21,2026-05-21T09:00:00Z,Old protocol,hang,gauge,22,2,3,,5,5,,,,,,,,20.8,18.9,17.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000056,2026-05-21,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,4.5,11.7,10.5,9.5,13.0,22.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000056,2026-05-21,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,9.6,18.9,10.8,,,22.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000056,2026-05-21,,Old protocol,,gauge,,,,,2,,1,,20,IMR,halfCrimp,left,20,6.7,12.8,9.5,,,22.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000055,2026-05-20,2026-05-20T09:00:00Z,Old protocol,hang,gauge,20,1,4,,4,5,,,,,,,,25.2,20.4,18.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000055,2026-05-20,,Old protocol,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,left,30,13.3,20.4,16.4,9.5,13.0,18.0,completed:3,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000055,2026-05-20,,Old protocol,,gauge,,,,,0,,1,,20,IMRL,halfCrimp,right,10,6.2,15.5,14.0,9.5,13.0,18.0,earlyRelease:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000055,2026-05-20,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,5.7,8.8,7.9,,,18.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000053,2026-05-19,2026-05-19T09:00:00Z,Old protocol,hang,gauge,21,,,,7,7,,,,,,,,22.5,18.2,16.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000053,2026-05-19,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,left,20,7.7,16.2,10.5,,,26.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000053,2026-05-19,,Old protocol,,gauge,,,,,3,,1,,20,IM,openHand,right,30,9.3,18.1,12.0,9.5,13.0,26.0,completed:3,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000053,2026-05-19,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,left,20,5.5,18.2,16.1,9.5,13.0,26.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000054,2026-05-19,2026-05-19T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,7,7,,,,,,,,22.5,18.2,16.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000054,2026-05-19,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,left,20,7.7,16.2,10.5,,,26.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000054,2026-05-19,,Daily no-hangs,,gauge,,,,,3,,1,,20,IM,openHand,right,30,9.3,18.1,12.0,9.5,13.0,26.0,completed:3,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000054,2026-05-19,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,left,20,5.5,18.2,16.1,9.5,13.0,26.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000052,2026-05-18,2026-05-18T09:00:00Z,Benchmark,benchmark,logged,40,,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000051,2026-05-16,2026-05-16T09:00:00Z,Weighted hangs,hangManual,logged,25,3,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000050,2026-05-15,2026-05-15T09:00:00Z,Old protocol,hang,gauge,26,2,1,,4,7,,,,,,,,34.2,19.2,17.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000050,2026-05-15,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,left,20,10.9,18.2,12.5,9.5,13.0,34.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000050,2026-05-15,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,right,30,14.1,19.2,13.6,,,34.0,aborted:1|completed:2,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000050,2026-05-15,,Old protocol,,gauge,,,,,0,,1,,45,IMRL,sloper,left,20,9.2,19.1,16.1,,,34.0,aborted:1|earlyRelease:1,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000049,2026-05-14,2026-05-14T09:00:00Z,Old protocol,hang,gauge,21,3,1,,3,4,,,,,,,,15.4,19.8,17.8,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000049,2026-05-14,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,9.4,19.8,13.4,,,30.0,aborted:1|completed:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000049,2026-05-14,,Old protocol,,gauge,,,,,2,,1,,35,IMT,pinch,right,20,6.0,12.2,10.9,,,30.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000048,2026-05-13,2026-05-13T09:00:00Z,Weighted hangs,hangManual,logged,25,2,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000047,2026-05-12,2026-05-12T09:00:00Z,Old protocol,hang,gauge,21,2,1,,6,7,,,,,,,,24.3,19.2,17.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000047,2026-05-12,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,left,20,4.1,9.0,7.9,9.5,13.0,18.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000047,2026-05-12,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,6.5,14.4,13.0,9.5,13.0,18.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000047,2026-05-12,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,6.1,17.4,13.4,,,18.0,aborted:1|completed:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000047,2026-05-12,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,7.6,19.2,10.7,,,18.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
workout,00000000-0000-0000-0000-000000000046,2026-05-11,2026-05-11T09:00:00Z,Old protocol,hang,gauge,24,4,3,,3,4,,,,,,,,15.5,20.4,18.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000046,2026-05-11,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,6.5,19.3,17.4,9.5,13.0,18.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000046,2026-05-11,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,4.7,14.0,11.0,,,18.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000046,2026-05-11,,Old protocol,,gauge,,,,,0,,1,,20,IMRL,halfCrimp,left,10,4.3,20.4,18.4,,,18.0,earlyRelease:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000045,2026-05-10,2026-05-10T09:00:00Z,Weighted hangs,hangManual,logged,25,1,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000043,2026-05-09,2026-05-09T09:00:00Z,Old protocol,hang,gauge,25,1,3,,4,6,,,,,,,,18.5,15.3,13.8,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000043,2026-05-09,,Old protocol,,gauge,,,,,2,,1,,35,IMT,pinch,left,20,11.8,10.0,8.1,,,30.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000043,2026-05-09,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,right,20,5.1,15.3,13.8,9.5,13.0,30.0,completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000043,2026-05-09,,Old protocol,,gauge,,,,,0,,1,,35,IMT,pinch,left,10,0.7,10.5,9.5,9.5,13.0,30.0,aborted:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000043,2026-05-09,,Old protocol,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,0.9,13.3,12.0,,,30.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000044,2026-05-09,2026-05-09T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,6,,,,,,,,18.5,15.3,13.8,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000044,2026-05-09,,Daily no-hangs,,gauge,,,,,2,,1,,35,IMT,pinch,left,20,11.8,10.0,8.1,,,30.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000044,2026-05-09,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,20,5.1,15.3,13.8,9.5,13.0,30.0,completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000044,2026-05-09,,Daily no-hangs,,gauge,,,,,0,,1,,35,IMT,pinch,left,10,0.7,10.5,9.5,9.5,13.0,30.0,aborted:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000044,2026-05-09,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,0.9,13.3,12.0,,,30.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000042,2026-05-08,2026-05-08T09:00:00Z,Old protocol,hang,gauge,23,,,,3,4,,,,,,,,9.6,21.4,19.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000042,2026-05-08,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,20,4.5,21.4,15.0,,,26.0,aborted:1|completed:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000042,2026-05-08,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,10,2.5,16.6,14.9,,,26.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000042,2026-05-08,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,10,2.6,16.5,14.8,9.5,13.0,26.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000041,2026-05-07,2026-05-07T09:00:00Z,Old protocol,hang,gauge,24,3,1,,4,4,,,,,,,,16.8,16.1,14.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000041,2026-05-07,,Old protocol,,gauge,,,,,2,,1,,45,IMRL,sloper,left,20,8.5,14.6,11.1,,,34.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000041,2026-05-07,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,2.6,16.0,14.4,,,34.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000041,2026-05-07,,Old protocol,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,5.7,16.1,14.5,9.5,13.0,34.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000040,2026-05-06,2026-05-06T09:00:00Z,Gym,climbVolume,logged,81,1,3,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000039,2026-05-05,2026-05-05T09:00:00Z,Old protocol,hang,gauge,20,4,3,,6,7,,,,,,,,17.0,21.9,19.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000039,2026-05-05,,Old protocol,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,10.3,21.9,17.5,,,22.0,completed:3,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000039,2026-05-05,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,10,1.5,20.0,18.0,9.5,13.0,22.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000039,2026-05-05,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,20,1.1,17.3,15.6,,,22.0,completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000039,2026-05-05,,Old protocol,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,4.1,19.1,17.2,9.5,13.0,22.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000037,2026-05-04,2026-05-04T09:00:00Z,Old protocol,hang,gauge,26,5,3,,3,6,,,,,,,,16.4,18.2,16.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000037,2026-05-04,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,20,3.7,8.9,8.0,,,26.0,completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000037,2026-05-04,,Old protocol,,gauge,,,,,2,,1,,20,IM,openHand,right,30,12.7,18.2,14.2,,,26.0,completed:2|earlyRelease:1,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000037,2026-05-04,,Old protocol,,gauge,,,,,0,,1,,20,IM,openHand,left,10,0.0,,,9.5,13.0,26.0,skipped:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000038,2026-05-04,2026-05-04T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,6,,,,,,,,16.4,18.2,16.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000038,2026-05-04,,Daily no-hangs,,gauge,,,,,1,,1,,20,IM,openHand,left,20,3.7,8.9,8.0,,,26.0,completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000038,2026-05-04,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,right,30,12.7,18.2,14.2,,,26.0,completed:2|earlyRelease:1,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000038,2026-05-04,,Daily no-hangs,,gauge,,,,,0,,1,,20,IM,openHand,left,10,0.0,,,9.5,13.0,26.0,skipped:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000036,2026-05-03,2026-05-03T09:00:00Z,Old protocol,hang,gauge,25,1,,,5,7,,,,,,,,18.0,20.8,18.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000036,2026-05-03,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,30,7.4,20.3,12.3,,,18.0,aborted:1|completed:1|skipped:1,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000036,2026-05-03,,Old protocol,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,5.2,10.8,7.9,,,18.0,completed:2,,,,not_recorded,both_hands_fallback,,,,,,2
set,00000000-0000-0000-0000-000000000036,2026-05-03,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,2.5,9.4,8.5,9.5,13.0,18.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000036,2026-05-03,,Old protocol,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,2.9,20.8,18.7,9.5,13.0,18.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000035,2026-05-02,2026-05-02T09:00:00Z,Old protocol,hang,gauge,23,2,3,,4,4,,,,,,,,12.1,21.2,19.1,,,,,,"Felt strong on the 20mm F2 OH | second set
kept the shoulders down.",,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000035,2026-05-02,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,10,2.1,21.2,19.1,9.5,13.0,26.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000035,2026-05-02,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,10,1.1,20.3,18.3,,,26.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000035,2026-05-02,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,left,10,2.7,19.9,17.9,,,26.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
set,00000000-0000-0000-0000-000000000035,2026-05-02,,Old protocol,,gauge,,,,,1,,1,,20,IM,openHand,right,10,6.2,14.6,13.1,9.5,13.0,26.0,completed:1,,,,not_recorded,both_hands_fallback,,,,,,1
workout,00000000-0000-0000-0000-000000000034,2026-05-01,2026-05-01T09:00:00Z,Old protocol,hang,gauge,23,3,1,,3,6,,,,,,,,17.1,17.5,15.8,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000034,2026-05-01,,Old protocol,,gauge,,,,,3,,1,,20,IM,openHand,left,30,11.9,17.5,12.9,,,26.0,completed:3,,,,not_recorded,both_hands_fallback,,,,,,3
set,00000000-0000-0000-0000-000000000034,2026-05-01,,Old protocol,,gauge,,,,,0,,1,,20,IM,openHand,right,30,5.2,15.6,14.0,,,26.0,earlyRelease:1|skipped:2,,,,not_recorded,both_hands_fallback,,,,,,3
workout,00000000-0000-0000-0000-000000000033,2026-04-30,2026-04-30T09:00:00Z,Gym,climbVolume,logged,93,4,2,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
max,,2026-03-31,2026-03-31T08:00:00Z,,,,,,,,,,,,20,IMRL,halfCrimp,both,,,18.0,,,,,,measured,,,,,,,,,,
max,,2026-03-31,2026-03-31T08:00:00Z,,,,,,,,,,,,20,IMR,halfCrimp,both,,,22.0,,,,,,measured,,,,,,,,,,
max,,2026-03-31,2026-03-31T08:00:00Z,,,,,,,,,,,,20,IM,openHand,both,,,26.0,,,,,,measured,,,,,,,,,,
max,,2026-03-31,2026-03-31T08:00:00Z,,,,,,,,,,,,35,IMT,pinch,both,,,30.0,,,,,,measured,,,,,,,,,,
max,,2026-03-31,2026-03-31T08:00:00Z,,,,,,,,,,,,45,IMRL,sloper,both,,,34.0,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,20,IMRL,halfCrimp,left,,,20.0,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,20,IMRL,halfCrimp,right,,,19.4,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,20,IMR,halfCrimp,left,,,24.0,,,,,,manual,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,20,IMR,halfCrimp,right,,,23.4,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,20,IM,openHand,left,,,28.0,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,20,IM,openHand,right,,,27.4,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,35,IMT,pinch,left,,,32.0,,,,,,manual,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,35,IMT,pinch,right,,,31.4,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,45,IMRL,sloper,left,,,36.0,,,,,,measured,,,,,,,,,,
max,,2026-05-30,2026-05-30T08:00:00Z,,,,,,,,,,,,45,IMRL,sloper,right,,,35.4,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,20,IMRL,halfCrimp,left,,,21.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,20,IMR,halfCrimp,left,,,25.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,20,IM,openHand,left,,,29.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,35,IMT,pinch,left,,,33.6,,,,,,measured,,,,,,,,,,
max,,2026-08-08,2026-08-08T08:00:00Z,,,,,,,,,,,,45,IMRL,sloper,left,,,37.6,,,,,,measured,,,,,,,,,,
